payment_id,order_id,paid_amount,currency,status,payment_date
634,23,52.06,GBP,paid,2023-01-15
635,5353,63.33,USD,FAILED,2023-01-18
636,5597,220.46,USD,PENDING,2023/01/09
637,339,190.4,JPY,failed,2023-02-05
638,75,237.95,JPY,paid,2023-02-05
639,199,292.87,JPY,paid,2023-01-31
640,544,297.83,JPY,FAILED,2023/01/31
641,981,254.92,GBP,FAILED,2023-02-02
642,7122,138.03,GBP,PENDING,2023-01-22
643,572,164.11,JPY,,2023/01/17
644,6091,107.76,GBP,,2023-01-30
645,746,155.76,USD,PAID,2023-02-03
646,51,invalid,JPY,PENDING,2023-01-15
647,721,111.4,JPY,paid,2023-01-28
648,883,146.33,EUR,failed,2023-01-27
649,755,190.44,GBP,,2023-01-13
650,783,274.91,GBP,FAILED,2023/01/27
651,938,208.18,JPY,failed,2023/01/03
652,956,242.01,USD,PENDING,2023-02-10
653,257,55.6,EUR,PENDING,2023/02/07
654,572,56.01,EUR,PAID,2023-01-03
655,399,182.41,GBP,paid,2023-01-05
656,85,23.45,USD,,2023-02-01
657,782,202.85,USD,PAID,2023-01-21
658,133,86.59,EUR,PAID,2023-01-12
659,772,150.41,JPY,PENDING,2023-01-15
660,430,130.82,USD,FAILED,2023-01-10
661,7770,170.71,USD,PENDING,2023-01-18
662,520,83.32,USD,failed,2023/01/23
663,526,223.87,EUR,failed,2023-02-07
664,938,115.25,JPY,PAID,2023/01/11
665,522,,JPY,,2023/01/16
666,984,211.14,JPY,PENDING,2023-02-04
667,106,120.21,JPY,PAID,2023-02-02
668,7743,142.38,USD,paid,2023/01/13
669,995,invalid,JPY,FAILED,2023-01-30
670,800,174.25,EUR,failed,2023-01-15
671,789,15.82,EUR,paid,2023-01-03
672,231,221.17,JPY,PENDING,2023-02-10
673,313,,GBP,failed,2023/01/19
674,7502,277.46,EUR,failed,2023-02-01
675,348,226.26,JPY,paid,2023-02-05
676,351,179.55,EUR,,2023-01-20
677,815,149.09,EUR,FAILED,2023-01-26
678,533,,GBP,PENDING,2023-01-19
679,787,invalid,GBP,FAILED,2023/01/30
680,112,98.12,JPY,PENDING,2023-01-18
681,168,242.67,USD,PENDING,2023-01-10
682,29,,USD,paid,2023-01-11
683,771,24.38,EUR,FAILED,2023-01-23
684,225,252.32,EUR,,2023-01-03
685,267,194.62,JPY,paid,2023-01-04
686,50,invalid,USD,failed,2023-01-24
687,496,273.01,EUR,PENDING,2023-01-29
688,470,,USD,paid,2023-01-05
689,978,210.48,JPY,failed,2023-01-07
690,484,152.86,JPY,PENDING,2023-02-02
691,604,271.4,EUR,FAILED,2023/02/08
692,59,174.65,JPY,PAID,2023-01-23
693,899,286.1,USD,PENDING,2023-02-01
694,7339,invalid,GBP,paid,2023-02-03
695,830,,JPY,PAID,2023-02-04
696,897,,GBP,paid,2023-01-14
697,8236,56.14,JPY,failed,2023-01-13
698,142,260.93,GBP,paid,2023-01-01
699,404,265.54,EUR,failed,2023-01-09
700,917,295.69,EUR,PENDING,2023-01-10
701,522,14.18,JPY,FAILED,2023/02/02
702,207,158.61,GBP,FAILED,2023-01-24
703,358,131.34,JPY,,2023-01-19
704,883,92.62,USD,failed,2023-02-03
705,5887,150.02,EUR,FAILED,2023-02-05
706,231,253.55,GBP,PENDING,2023-01-06
707,484,,GBP,PENDING,2023/01/19
708,706,61.69,GBP,PAID,2023-01-13
709,42,invalid,EUR,,2023-01-20
710,285,invalid,JPY,PAID,2023-01-31
711,579,223.2,JPY,PAID,2023/01/01
712,321,151.94,GBP,FAILED,2023-02-01
713,220,121.96,GBP,FAILED,2023/01/29
714,584,40.52,EUR,paid,2023-02-07
715,7659,127.82,EUR,PAID,2023-01-04
716,355,74.54,GBP,,2023/01/04
717,18,74.64,JPY,PAID,2023-01-28
718,5840,168.56,JPY,paid,2023-02-05
719,228,42.28,JPY,PAID,2023-01-01
720,646,166.0,USD,PENDING,2023-01-20
721,27,296.65,GBP,PAID,2023-01-22
722,419,102.38,EUR,paid,2023-01-01
723,7690,invalid,USD,paid,2023-01-07
724,373,266.48,JPY,paid,2023/01/17
725,538,112.24,EUR,PAID,2023-01-08
726,331,129.21,EUR,,2023-01-16
727,134,254.06,JPY,PAID,2023-01-03
728,108,127.46,EUR,failed,2023-02-01
729,99,166.32,EUR,,2023/01/13
730,711,249.5,JPY,,2023-01-07
731,259,251.52,USD,,2023/02/09
732,23,11.35,JPY,paid,2023-01-12
733,427,95.04,USD,,2023/01/02
734,684,123.98,USD,FAILED,2023-01-28
735,671,230.96,USD,FAILED,2023-01-05
736,166,194.49,USD,,2023-01-29
737,661,161.72,JPY,FAILED,2023-01-27
738,5071,253.38,EUR,paid,2023/01/04
739,553,275.76,EUR,PAID,2023/01/31
740,845,280.64,USD,,2023/01/10
741,7562,206.26,JPY,PENDING,2023-01-09
742,5317,,GBP,PENDING,2023-01-12
743,6425,invalid,USD,PAID,2023-02-08
744,330,114.59,USD,PAID,2023-01-05
745,899,94.32,EUR,FAILED,2023/01/22
746,8999,234.32,GBP,PAID,2023/02/03
747,43,invalid,JPY,FAILED,2023/02/05
748,97,150.39,USD,failed,2023/01/06
749,311,163.73,USD,paid,2023-01-21
750,7318,290.95,EUR,PENDING,2023/02/08
751,344,224.79,GBP,paid,2023-02-09
752,363,61.91,GBP,paid,2023/01/22
753,834,invalid,JPY,failed,2023-01-13
754,941,84.69,USD,,2023-02-10
755,339,invalid,GBP,PENDING,2023-01-29
756,24,144.35,JPY,FAILED,2023/01/30
757,727,89.09,USD,FAILED,2023-01-02
758,752,161.03,USD,PENDING,2023-02-09
759,22,,JPY,,2023-02-05
760,8621,invalid,GBP,FAILED,2023-01-17
761,63,159.84,GBP,PENDING,2023/01/20
762,288,122.97,EUR,paid,2023-01-14
763,600,215.8,EUR,failed,2023/01/15
764,895,28.44,GBP,FAILED,2023-02-06
765,164,205.01,USD,FAILED,2023-01-24
766,847,243.82,USD,PAID,2023/01/06
767,8366,203.59,JPY,failed,2023/01/29
768,483,201.45,EUR,failed,2023/01/16
769,8190,246.66,GBP,PAID,2023-01-04
770,6698,12.66,GBP,paid,2023-01-25
771,8619,invalid,USD,FAILED,2023-01-24
772,883,181.14,EUR,paid,2023-02-10
773,7699,,USD,failed,2023/01/02
774,124,284.64,JPY,paid,2023/01/09
775,649,172.62,USD,PENDING,2023-01-15
776,58,102.26,JPY,PENDING,2023/01/29
777,759,invalid,EUR,PAID,2023-01-16
778,773,84.85,JPY,PAID,2023-01-23
779,224,invalid,USD,PAID,2023/01/31
780,913,47.7,USD,PAID,2023/01/10
781,808,243.1,JPY,FAILED,2023-01-04
782,797,112.66,JPY,PENDING,2023/01/30
783,444,137.31,GBP,PAID,2023-01-02
784,251,156.84,GBP,failed,2023-01-10
785,123,7.36,USD,paid,2023/02/02
786,338,invalid,USD,failed,2023-01-13
787,737,111.35,USD,failed,2023-02-02
788,823,11.34,USD,,2023/01/29
789,350,106.54,GBP,failed,2023-01-13
790,491,251.88,JPY,PENDING,2023-01-04
791,277,66.1,USD,FAILED,2023-02-03
792,872,30.05,JPY,paid,2023-01-07
793,387,149.5,USD,FAILED,2023/02/02
794,533,invalid,JPY,,2023-01-14
795,337,5.99,USD,FAILED,2023-01-26
796,538,44.36,JPY,paid,2023-01-06
797,225,144.91,JPY,PAID,2023/01/07
798,7559,82.02,EUR,PAID,2023-01-08
799,109,120.2,EUR,FAILED,2023/01/30
800,7171,260.52,JPY,PENDING,2023-01-27
801,291,281.17,USD,,2023/01/04
802,598,93.32,JPY,paid,2023/01/05
803,5662,255.9,JPY,,2023/01/20
804,849,202.41,USD,,2023-01-16
805,713,invalid,JPY,failed,2023-01-16
806,908,,EUR,failed,2023-01-29
807,183,286.2,USD,FAILED,2023/01/24
808,233,226.65,GBP,failed,2023-01-19
809,211,92.43,EUR,FAILED,2023-01-19
810,8801,258.42,GBP,failed,2023-01-28
811,468,invalid,USD,,2023-01-12
812,7047,invalid,GBP,PENDING,2023/01/20
813,193,250.26,GBP,paid,2023-01-03
814,599,290.75,GBP,paid,2023/01/08
815,5950,invalid,USD,failed,2023-01-03
816,277,182.1,JPY,paid,2023-01-31
817,963,70.5,USD,failed,2023-01-31
818,588,,GBP,PAID,2023-02-07
819,318,248.66,USD,PAID,2023-02-03
820,743,212.14,JPY,PAID,2023-01-28
821,272,13.65,JPY,FAILED,2023-02-01
822,450,15.8,EUR,FAILED,2023/01/26
823,48,185.45,GBP,failed,2023-01-02
824,998,211.01,USD,PAID,2023-01-30
825,7425,166.72,GBP,PAID,2023-01-10
826,25,,GBP,FAILED,2023-01-13
827,612,75.42,EUR,failed,2023-01-08
828,515,28.7,JPY,PENDING,2023/01/03
829,229,163.3,GBP,FAILED,2023-01-11
830,394,,EUR,PENDING,2023-01-25
831,6143,246.59,EUR,FAILED,2023-01-11
832,491,194.29,EUR,PENDING,2023/01/16
833,792,68.97,EUR,FAILED,2023-01-29
834,7664,109.4,EUR,PENDING,2023-01-18
835,6869,242.51,USD,,2023-02-02
836,589,90.25,EUR,PENDING,2023-01-08
837,448,182.74,GBP,FAILED,2023-01-09
838,153,,EUR,failed,2023-02-01
839,37,183.81,EUR,paid,2023-01-29
840,85,84.54,GBP,PENDING,2023-01-18
841,7459,70.64,EUR,paid,2023/02/05
842,210,67.89,JPY,,2023-01-23
843,654,69.57,GBP,PAID,2023-01-15
844,923,,JPY,PENDING,2023/01/14
845,431,209.93,JPY,paid,2023-01-23
846,6956,32.61,USD,,2023/02/04
847,925,54.23,GBP,PENDING,2023/01/02
848,565,21.23,EUR,,2023/01/17
849,452,11.97,EUR,FAILED,2023/01/03
850,234,56.61,EUR,,2023-01-28
851,8273,293.83,JPY,paid,2023/01/15
852,640,88.73,JPY,FAILED,2023-02-08
853,464,284.31,EUR,failed,2023-02-06
854,985,,USD,FAILED,2023-02-09
855,666,99.35,EUR,FAILED,2023-01-29
856,7945,152.69,JPY,FAILED,2023/01/09
857,865,8.86,JPY,PENDING,2023/01/13
858,708,290.04,USD,PAID,2023-02-05
859,699,104.99,JPY,PENDING,2023-01-17
860,620,127.53,GBP,failed,2023-01-31
861,20,,USD,PAID,2023-01-19
862,165,249.01,GBP,,2023-01-13
863,7843,77.33,USD,PENDING,2023-01-14
864,676,52.49,USD,PENDING,2023/01/18
865,839,41.74,USD,PAID,2023-01-02
866,504,169.81,EUR,,2023/02/04
867,8059,invalid,USD,PENDING,2023/01/07
868,49,243.31,GBP,failed,2023-01-31
869,691,176.58,JPY,,2023-01-26
870,844,19.88,GBP,PENDING,2023/01/13
871,809,46.19,EUR,paid,2023-01-21
872,485,,JPY,,2023-01-12
873,494,62.83,EUR,paid,2023/01/24
874,930,81.55,EUR,PAID,2023-02-01
875,969,176.42,EUR,paid,2023-01-01
876,5334,284.1,JPY,FAILED,2023-01-02
877,167,98.26,GBP,failed,2023-01-17
878,615,35.16,EUR,failed,2023-02-09
879,5588,168.78,EUR,FAILED,2023-01-14
880,875,104.33,JPY,FAILED,2023/01/14
881,673,273.03,EUR,FAILED,2023-01-27
882,6058,46.63,USD,PENDING,2023-01-25
883,774,219.76,JPY,PAID,2023-02-10
884,128,55.88,USD,failed,2023/01/20
885,853,63.98,USD,FAILED,2023-01-07
886,400,230.86,EUR,paid,2023-02-05
887,354,136.39,JPY,,2023/01/28
888,980,276.72,GBP,,2023-02-07
889,804,132.74,USD,FAILED,2023-02-05
890,964,186.28,GBP,,2023/02/04
891,823,91.86,JPY,,2023-02-05
892,5446,155.96,GBP,FAILED,2023/02/03
893,692,18.64,GBP,paid,2023/01/24
894,163,,JPY,,2023-01-04
895,846,151.01,EUR,PAID,2023/01/04
896,197,,EUR,FAILED,2023-01-04
897,579,192.84,EUR,PAID,2023-01-24
898,515,invalid,GBP,PENDING,2023/01/22
899,854,41.41,JPY,FAILED,2023-01-05
900,283,invalid,JPY,paid,2023/01/25
901,144,289.17,JPY,PENDING,2023-01-05
902,6643,274.67,EUR,paid,2023/01/03
903,67,47.61,JPY,paid,2023-02-03
904,5110,,GBP,PENDING,2023/01/23
905,211,122.55,EUR,failed,2023/01/08
906,852,62.11,EUR,paid,2023-01-03
907,212,43.19,USD,,2023/02/01
908,244,163.44,EUR,PAID,2023-01-28
909,446,,USD,PENDING,2023-01-25
910,6378,223.13,GBP,failed,2023-01-13
911,727,119.68,GBP,failed,2023/01/03
912,625,127.87,EUR,FAILED,2023-01-21
913,910,187.89,GBP,,2023-01-23
914,45,16.27,JPY,PAID,2023-01-15
915,597,117.3,USD,paid,2023/02/06
916,920,64.22,GBP,FAILED,2023/02/04
917,194,81.04,GBP,PENDING,2023/02/02
918,997,238.25,EUR,,2023-02-02
919,8999,126.74,GBP,,2023-01-02
920,602,invalid,USD,paid,2023-01-02
921,102,23.31,USD,FAILED,2023-02-09
922,152,268.2,JPY,PAID,2023-01-20
923,500,102.15,USD,,2023/01/02
924,7331,275.88,JPY,PENDING,2023/01/29
925,571,invalid,JPY,PENDING,2023/01/26
926,422,176.7,USD,FAILED,2023/01/24
927,886,13.68,JPY,PAID,2023/01/18
928,539,152.24,JPY,failed,2023-02-01
929,216,184.07,USD,,2023/01/18
930,930,16.51,USD,,2023-02-10
931,461,32.6,USD,PENDING,2023/01/08
932,5739,107.26,GBP,PAID,2023-02-07
933,649,115.65,EUR,PAID,2023-01-15
934,262,25.34,EUR,failed,2023-01-22
935,112,165.51,GBP,FAILED,2023/01/09
936,125,59.64,EUR,PAID,2023-01-06
937,495,138.38,USD,PENDING,2023-02-09
938,787,198.83,EUR,PAID,2023/01/12
939,322,262.25,GBP,FAILED,2023-01-11
940,862,251.0,EUR,failed,2023-01-30
941,277,invalid,GBP,failed,2023/01/06
942,462,135.34,USD,PAID,2023/02/07
943,104,22.95,JPY,,2023-02-08
944,152,85.14,USD,PAID,2023/01/25
945,21,,JPY,failed,2023-01-03
946,986,245.46,JPY,PENDING,2023-02-10
947,466,invalid,USD,paid,2023-01-27
948,58,265.79,EUR,PENDING,2023/01/02
949,700,invalid,USD,paid,2023-01-09
950,240,279.13,GBP,FAILED,2023-01-06
951,439,,USD,failed,2023-01-27
952,6142,197.34,USD,failed,2023-01-24
953,248,,USD,PENDING,2023-01-18
954,596,167.7,JPY,paid,2023/02/10
955,795,141.69,USD,PAID,2023-01-02
956,953,135.72,JPY,paid,2023-01-21
957,485,295.63,GBP,paid,2023-01-11
958,71,244.54,USD,paid,2023-01-25
959,932,281.5,EUR,,2023/01/31
960,353,13.38,EUR,PENDING,2023-02-09
961,8161,200.48,USD,PAID,2023-02-08
962,179,58.61,GBP,failed,2023/01/28
963,100,,GBP,failed,2023-01-02
964,88,,USD,FAILED,2023-01-04
965,350,155.86,GBP,failed,2023/01/25
966,330,259.22,USD,failed,2023-01-27
967,913,7.67,JPY,FAILED,2023/01/26
968,699,280.01,USD,failed,2023-01-05
969,849,invalid,JPY,paid,2023/02/04
970,540,invalid,GBP,paid,2023-01-17
971,986,70.54,USD,PAID,2023-01-09
972,978,96.4,EUR,paid,2023-01-21
973,7143,invalid,GBP,PENDING,2023-01-09
974,354,151.2,GBP,PENDING,2023/01/29
975,8768,195.75,JPY,failed,2023-01-19
976,456,102.64,EUR,failed,2023-01-13
977,834,invalid,EUR,FAILED,2023-01-03
978,927,invalid,EUR,,2023/02/07
979,108,294.93,USD,PAID,2023-01-10
980,586,43.48,USD,PAID,2023-02-06
981,8386,189.04,USD,failed,2023-01-12
982,303,37.99,JPY,,2023/01/29
983,909,invalid,JPY,failed,2023/02/08
984,469,141.67,EUR,failed,2023/01/31
985,452,210.0,JPY,FAILED,2023-01-08
986,498,196.14,EUR,paid,2023-02-08
987,57,79.62,JPY,PENDING,2023-01-12
988,309,119.18,GBP,failed,2023/01/30
989,8566,185.56,GBP,failed,2023-01-25
990,813,299.92,USD,FAILED,2023-01-11
991,8053,64.86,EUR,FAILED,2023-01-16
992,638,294.33,USD,failed,2023-01-19
993,453,invalid,EUR,PENDING,2023-02-03
994,777,189.1,JPY,PAID,2023-02-01
995,554,99.01,EUR,paid,2023-01-29
996,8010,212.18,JPY,,2023-01-14
997,872,15.48,USD,paid,2023-01-16
998,199,294.53,JPY,failed,2023-02-09
999,5427,145.08,JPY,paid,2023-01-06
1000,722,175.62,JPY,failed,2023-01-29
1001,411,invalid,GBP,PAID,2023-01-28
1002,680,17.11,JPY,FAILED,2023-01-11
1003,830,invalid,EUR,PAID,2023/01/23
1004,455,183.99,JPY,FAILED,2023/01/30
1005,487,172.4,EUR,failed,2023/01/17
1006,425,152.56,GBP,PAID,2023-01-21
1007,666,invalid,USD,FAILED,2023-01-25
1008,255,83.53,JPY,paid,2023-01-07
1009,539,224.85,EUR,paid,2023-02-05
1010,149,73.94,USD,failed,2023-02-01
1011,220,246.69,EUR,PAID,2023/01/21
1012,137,298.39,USD,,2023-01-09
1013,499,108.66,EUR,paid,2023-01-28
1014,234,227.53,GBP,FAILED,2023-01-28
1015,454,invalid,EUR,FAILED,2023-01-22
1016,629,16.04,JPY,PAID,2023/01/26
1017,411,215.55,GBP,failed,2023/01/28
1018,257,28.49,USD,paid,2023-01-26
1019,742,151.32,GBP,PENDING,2023/01/08
1020,892,20.37,GBP,failed,2023-01-01
1021,8621,180.12,GBP,,2023-01-01
1022,858,131.84,EUR,paid,2023/01/21
1023,860,286.65,JPY,PAID,2023-01-11
1024,399,88.55,USD,paid,2023/02/03
1025,344,216.47,JPY,,2023-01-04
1026,19,17.71,GBP,paid,2023/01/20
1027,6843,159.8,JPY,failed,2023-01-21
1028,24,85.6,USD,PENDING,2023-01-24
1029,6359,95.32,JPY,,2023-01-16
1030,99,173.18,GBP,FAILED,2023-01-18
1031,6157,90.8,GBP,PAID,2023-02-07
1032,865,invalid,EUR,,2023/01/09
1033,997,150.43,EUR,paid,2023/01/25
1034,285,33.69,JPY,failed,2023-01-05
1035,755,,JPY,PENDING,2023-02-05
1036,628,248.23,USD,,2023-01-05
1037,697,111.9,GBP,PAID,2023-01-11
1038,485,invalid,GBP,PENDING,2023-01-20
1039,552,23.76,USD,PENDING,2023-01-03
1040,418,229.15,EUR,PENDING,2023-01-21
1041,5753,277.57,USD,,2023-01-12
1042,6374,103.82,GBP,FAILED,2023/02/10
1043,123,123.93,EUR,,2023-01-03
1044,402,229.43,USD,,2023-01-10
1045,312,,USD,,2023-01-08
1046,6469,,JPY,PAID,2023-01-22
1047,738,208.87,USD,,2023/01/18
1048,8757,163.16,JPY,PENDING,2023-01-28
1049,826,213.81,GBP,failed,2023/01/21
1050,7881,223.65,GBP,PENDING,2023/01/25
1051,5827,169.99,USD,FAILED,2023/01/11
1052,572,127.52,USD,FAILED,2023-02-08
1053,558,171.27,JPY,PENDING,2023-01-12
1054,826,invalid,USD,PENDING,2023/01/27
1055,291,235.59,EUR,failed,2023-01-03
1056,91,215.35,JPY,FAILED,2023-02-09
1057,335,193.05,USD,FAILED,2023/01/25
1058,9,invalid,JPY,PENDING,2023-02-10
1059,152,7.65,JPY,failed,2023-02-02
1060,7841,206.86,JPY,PAID,2023-01-24
1061,395,174.69,GBP,paid,2023-01-27
1062,721,251.25,JPY,failed,2023-01-24
1063,680,40.43,USD,failed,2023-01-21
1064,63,invalid,EUR,FAILED,2023-01-25
1065,783,105.33,USD,PAID,2023/01/15
1066,26,75.44,USD,FAILED,2023-01-18
1067,429,168.34,JPY,,2023-01-01
1068,58,188.73,USD,PAID,2023-01-31
1069,629,56.91,GBP,PENDING,2023-01-08
1070,37,296.53,USD,paid,2023-01-05
1071,7673,150.24,USD,PENDING,2023/02/04
1072,956,179.81,GBP,FAILED,2023-02-10
1073,61,169.76,GBP,FAILED,2023-02-06
1074,962,65.48,EUR,PENDING,2023-01-06
1075,141,34.9,JPY,PENDING,2023-01-04
1076,217,12.6,GBP,PAID,2023-01-26
1077,283,262.07,EUR,paid,2023-01-10
1078,864,15.89,EUR,,2023/01/10
1079,94,108.83,EUR,paid,2023/02/01
1080,813,24.47,GBP,FAILED,2023-01-07
1081,595,132.85,EUR,paid,2023-01-01
1082,482,114.4,USD,FAILED,2023/01/06
1083,870,164.66,JPY,FAILED,2023-01-22
1084,5922,,JPY,PENDING,2023-01-25
1085,256,15.64,JPY,PENDING,2023/01/10
1086,521,invalid,USD,FAILED,2023/01/08
1087,84,61.59,USD,PENDING,2023-01-22
1088,5565,106.07,JPY,PENDING,2023/01/12
1089,143,270.72,EUR,,2023-01-01
1090,687,118.54,JPY,failed,2023-01-13
1091,908,39.05,EUR,failed,2023-01-08
1092,827,,GBP,,2023-01-01
1093,825,169.41,EUR,,2023-01-28
1094,68,invalid,GBP,,2023-01-06
1095,815,289.03,GBP,PENDING,2023/01/03
1096,704,292.45,EUR,FAILED,2023-01-11
1097,598,135.47,GBP,,2023-01-20
1098,368,70.42,EUR,PENDING,2023-01-31
1099,637,270.11,EUR,PENDING,2023-01-13
1100,304,126.31,JPY,PAID,2023/01/25
1101,779,273.69,JPY,FAILED,2023/01/25
1102,516,108.19,GBP,failed,2023/02/07
1103,652,23.41,GBP,paid,2023-01-30
1104,763,260.44,GBP,FAILED,2023-02-08
1105,127,25.73,USD,failed,2023/01/14
1106,84,251.33,JPY,PAID,2023-01-29
1107,94,66.04,USD,,2023/01/02
1108,616,69.45,USD,FAILED,2023-01-28
1109,669,invalid,USD,paid,2023-01-19
1110,626,163.83,USD,PAID,2023/01/23
1111,281,243.58,USD,PAID,2023-02-04
1112,339,97.79,EUR,failed,2023-01-16
1113,150,76.07,EUR,paid,2023-01-18
1114,274,278.39,EUR,PAID,2023-01-24
1115,371,,EUR,FAILED,2023-01-24
1116,5756,21.8,JPY,paid,2023-01-11
1117,5763,182.6,JPY,paid,2023-01-10
1118,137,invalid,USD,PAID,2023-01-09
1119,7252,281.36,EUR,FAILED,2023-01-10
1120,525,265.23,JPY,failed,2023-01-22
1121,678,20.67,GBP,FAILED,2023-02-04
1122,711,8.6,EUR,paid,2023-02-10
1123,837,46.77,USD,FAILED,2023-01-27
1124,8841,79.0,JPY,,2023-01-24
1125,5791,47.96,EUR,FAILED,2023-02-10
1126,627,277.79,EUR,PENDING,2023-01-04
1127,640,97.17,USD,PENDING,2023-02-04
1128,451,173.17,GBP,PAID,2023-02-02
1129,776,247.58,USD,failed,2023/01/13
1130,400,230.83,USD,paid,2023-01-23
1131,133,72.89,USD,,2023-01-12
1132,330,270.81,EUR,PAID,2023-02-04
1133,945,261.39,USD,,2023-01-12
1134,58,78.72,USD,,2023-01-22
1135,215,63.15,EUR,failed,2023-01-23
1136,477,190.61,USD,PENDING,2023-02-02
1137,241,166.83,USD,paid,2023/01/21
1138,41,291.22,USD,failed,2023-02-02
1139,400,106.89,EUR,PAID,2023/02/07
1140,168,64.13,USD,paid,2023-01-17
1141,745,292.53,GBP,paid,2023/01/05
1142,467,55.68,JPY,failed,2023-01-17
1143,334,156.15,EUR,FAILED,2023/02/08
1144,495,,USD,PENDING,2023-01-08
1145,372,74.88,EUR,failed,2023/01/16
1146,595,,EUR,paid,2023-01-09
1147,658,invalid,GBP,PAID,2023-02-09
1148,201,,GBP,PENDING,2023/01/24
1149,651,,GBP,failed,2023-01-11
1150,931,15.06,EUR,failed,2023-01-09
1151,248,invalid,EUR,PAID,2023-02-01
1152,642,125.79,GBP,FAILED,2023/02/08
1153,104,195.63,JPY,failed,2023-02-04
1154,7845,248.74,JPY,PAID,2023/01/13
1155,616,114.69,EUR,,2023-01-06
1156,23,108.17,USD,failed,2023-01-01
1157,6880,invalid,JPY,failed,2023/01/07
1158,526,69.66,GBP,PENDING,2023-01-09
1159,211,invalid,JPY,,2023-02-01
1160,182,286.23,JPY,paid,2023-01-24
1161,852,,JPY,FAILED,2023-01-05
1162,419,205.12,USD,PENDING,2023/01/12
1163,7666,263.3,USD,,2023-01-25
1164,973,invalid,GBP,PAID,2023-01-09
1165,128,95.64,JPY,PENDING,2023-01-16
1166,5623,143.93,EUR,FAILED,2023/02/10
1167,860,135.11,USD,failed,2023-02-05
1168,888,209.5,USD,paid,2023/01/04
1169,325,205.11,USD,PENDING,2023-01-24
1170,138,78.66,USD,failed,2023/01/31
1171,5418,159.22,USD,PENDING,2023/01/05
1172,909,118.58,USD,failed,2023/02/10
1173,50,173.6,JPY,paid,2023-01-18
1174,609,62.16,EUR,PAID,2023-01-28
1175,221,74.44,GBP,paid,2023-01-20
1176,451,29.6,JPY,PAID,2023-01-21
1177,590,50.01,GBP,paid,2023-02-07
1178,7187,276.51,JPY,PAID,2023-02-07
1179,661,79.2,USD,failed,2023-01-10
1180,6158,37.87,GBP,FAILED,2023-01-05
1181,113,,JPY,FAILED,2023-01-14
1182,809,52.91,JPY,paid,2023-01-15
1183,774,57.01,USD,failed,2023-02-02
1184,257,,EUR,PENDING,2023/01/15
1185,8814,190.18,EUR,PENDING,2023-01-26
1186,959,133.43,JPY,PENDING,2023-02-05
1187,96,220.2,EUR,,2023-01-09
1188,41,257.57,GBP,paid,2023-01-30
1189,161,,USD,,2023-01-21
1190,563,180.77,JPY,PENDING,2023-01-15
1191,970,14.38,JPY,paid,2023-01-27
1192,8582,197.35,GBP,,2023-01-05
1193,647,,USD,FAILED,2023-02-01
1194,199,20.24,JPY,,2023-01-10
1195,911,248.5,JPY,paid,2023-01-17
1196,443,268.8,GBP,FAILED,2023-01-28
1197,374,283.97,JPY,paid,2023/02/02
1198,874,invalid,GBP,paid,2023-01-21
1199,250,,GBP,PAID,2023-01-31
1200,643,140.3,JPY,PAID,2023-01-31
1201,735,197.76,EUR,PENDING,2023/01/11
1202,568,208.04,USD,PAID,2023/01/31
1203,499,invalid,USD,failed,2023-01-28
1204,249,212.71,GBP,PENDING,2023/01/13
1205,791,44.42,GBP,PAID,2023-01-14
1206,64,161.3,USD,PENDING,2023-02-09
1207,582,197.3,EUR,FAILED,2023-01-15
1208,581,invalid,JPY,FAILED,2023-01-13
1209,27,225.72,EUR,failed,2023-02-09
1210,202,148.56,EUR,PENDING,2023/02/03
1211,563,243.61,GBP,failed,2023/02/02
1212,550,,GBP,PAID,2023-01-23
1213,414,264.18,JPY,FAILED,2023/01/04
1214,301,159.56,USD,PENDING,2023-01-09
1215,992,269.82,USD,failed,2023-01-10
1216,277,192.49,JPY,paid,2023-02-08
1217,20,236.38,USD,FAILED,2023/01/01
1218,882,,GBP,failed,2023-01-07
1219,7019,236.84,JPY,failed,2023/01/29
1220,5213,25.54,EUR,paid,2023-01-11
1221,326,26.19,USD,FAILED,2023/01/10
1222,5902,130.84,USD,failed,2023-01-26
1223,6934,,GBP,PAID,2023-02-07
1224,164,invalid,JPY,failed,2023-01-22
1225,653,66.55,JPY,failed,2023-02-02
1226,5158,220.29,GBP,PAID,2023/01/24
1227,293,193.88,EUR,PAID,2023/02/04
1228,7970,254.8,GBP,PENDING,2023-01-26
1229,604,289.43,EUR,paid,2023-01-30
1230,860,71.41,JPY,FAILED,2023-01-21
1231,81,13.65,EUR,paid,2023-01-07
1232,464,211.87,EUR,paid,2023-01-13
1233,974,143.01,JPY,failed,2023/01/05
1234,855,237.01,USD,PAID,2023/01/23
1235,329,,GBP,paid,2023/02/04
1236,74,263.0,GBP,paid,2023-02-09
1237,8939,invalid,GBP,paid,2023-02-07
1238,311,55.56,JPY,,2023/02/09
1239,6909,281.56,JPY,PENDING,2023/01/16
1240,888,,JPY,failed,2023-01-26
1241,194,250.88,GBP,FAILED,2023-01-10
1242,845,,EUR,failed,2023-01-19
1243,78,92.23,USD,failed,2023/02/09
1244,867,,GBP,,2023-02-05
1245,331,71.73,JPY,failed,2023/01/20
1246,225,,EUR,failed,2023-01-08
1247,28,105.76,EUR,,2023-01-23
1248,939,158.7,JPY,FAILED,2023-01-01
1249,469,61.62,EUR,FAILED,2023/02/06
1250,6086,7.6,JPY,PENDING,2023/01/04
